SP500,1. IBM,2.MMM,3.ABI,4.AP3.SG,5.ALB,6.ALGN,7.ALLE,8.MO,9.AEE,10.AMGN,11.APH,12.AAPL,13.ARNC,14.AT&T Inc.,15.ADSK,16.AutoZone Inc,17.BLL,18.BBT,19.BDX,20.BUY.SG,21.BIIB,22.BLK,23.BA,24.BWA,25.BSX,26.BMY,27.CA,28.CPB,29.COF,30.KMX,31.CAT,32.CBG,33.CNC,34.CNP,35.CERN,36.C4F.SG,37.CVX,38.CMG,39.CB,40.CHD,41.XEC,42.CTAS,43.CSCO,44.C,45.CTXS,46.CME,47.CMS,48.CTSH,49.CL,50.CA3.SG,51.CAG,52.CXO,53.COP,54.COP,55.DVA,56.DAV,57.DCO.SG,58.DY6.SG,59.DFS,60.DISH,61.DG,62.DLTR,63.DPS,64.DGY.SG,65.DUK,66.DXC,67.EMN,68.EBAY,69.EQT,70.EL,71.FFIV,72.FB,73.FRT,74.FDX,75.FITB,76.FISV,77.FLIR,78.FMC,79.FL,80.F,81.FTV,82.FBHS,83.BEN,84.GRMN,85.IT,86.GD,87.GE,88.GIS,89.GM,90.GPN,91.GS,92.HAL.HA,93.HAS.BE,94.HSY,95.HD,96.HPQ,97.HUM,98.HBANP,99.ILMN,100.MSF.SG
-0.004065585,0.002760289,0.006615298,0.008520562,0.004055196,0.018669582,0.010158334,-0.000947506,-0.000768142,0.008595982,-0.025410113,-0.003384595,-0.010776652,-0.025403618,0.007123309,-0.01570212,0.001137472,0.017015022,-0.00285238,0.037116454,0.010614258,-0.013690709,0.007444015,-0.005200082,-0.015364572,-0.002781597,-0.007144362,-0.00454989,-0.003218835,0.010727817,0.001643007,0.001970607,0.015078538,-0.003948705,0.019261559,-0.006417557,0.027401725,-0.005804756,-0.011487895,-0.010825832,-0.007736073,-0.01175316,0.000679447,-0.004296805,-0.000415023,-0.002399566,-0.00155457,-0.009275118,0.008290806,-0.014271572,0.030496557,-0.011106579,-0.018458158,-0.019454034,-0.019454034,0.002903785,0.002903785,0.012033212,0.032993917,0.000892089,0.000182103,0,-0.006093823,-0.001501355,0.016136591,-0.009146555,0.03995394,-0.001822643,-0.003927804,-0.006608987,-0.006936227,-0.015208322,0.00623055,0.006750039,0.006600764,-0.009852412,-0.001836371,-0.007488278,0.029598674,0.008346578,-0.000881593,0.002546832,0.000378415,0.010408903,-0.00783989,-0.006935972,-0.001467523,0.005641825,-0.007719429,0.002892447,0.004671229,-0.001647139,0.00379505,0.006413432,-0.006776984,0.006055855,0.011624054,0.012683075,0.033682453,0.001784299,-0.001053098
-0.001646001,0.000393513,-0.002100163,0.031828512,0.025612962,-0.003825903,-0.004074262,0.005514794,-0.010660644,0.005892671,0.001330149,0.000308164,-0.009054817,0.010804943,-0.003555255,0.026707183,-0.009819695,-0.022751654,-0.00677427,0.010397454,0.015784602,0.012752485,0.013567662,-0.003434077,-0.004098383,0.000927982,0.015807558,-0.000651706,-0.002278387,0.023524126,0.018099101,0.012715702,0.013719766,0.015539709,0.017154683,-0.009321879,0.011762053,0.01956298,0.032038009,0.011227507,0.014737842,0.018804699,0.016837845,0.024539058,0.033680011,0.026902098,0.018782136,0.022549179,0.049996312,0.013846485,0.002773391,0.031708403,0.034296215,0.026766711,0.026766711,-0.013393109,-0.013393109,0.003954344,0.009267835,0.029349324,0.023746394,0.017932455,0.025745562,0.013430743,0.020226014,0.023786219,0.033913637,0.01531841,0.010322177,0.037342651,0.019301272,0.005290636,0.011527522,0.025144106,0.029425384,0.032013928,0.01650752,0.00810983,0.021311602,0.016189867,0.020943119,0.013216799,0.031470891,0.018467418,0.01833743,0.018249865,0.017075187,0.030132102,0.019269047,0.027225517,0.014162675,0.031116062,0.022472774,0.008295556,0.015873329,0.023216946,0.022850508,0.04376593,0,0.018034399,0.026111982
0.021993041,0.021354185,0.019392808,0.001456939,0.005065786,0.032990773,0.024541792,0.027585822,0.013729521,0.028952782,0.027750362,0.024801461,0.014321914,-0.019418219,0.008457354,0.03620302,0.001666036,0.027596793,0.028098295,0.016436513,-0.021324862,0.065057323,0.03366635,0.02470321,0.032609984,0.02201933,0.031074526,0.026693894,0.023296245,-0.027087255,0.017777339,0.017343472,0.02836011,0.056941974,0.029647653,0.006287569,0.042892231,0.004109526,-0.010380712,0.007043354,0.031242131,-0.01398739,0.007793225,0.001937441,0.001804902,-0.003279409,0.007888719,0.006452323,0.002553836,0.014775371,0.064751527,0.012818069,0.022327009,0.009291938,0.009291938,0.00293436,0.00293436,0.025147119,0.053623194,-0.008347928,0.007615374,-0.000716807,0.003567853,0.009645488,-0.03457247,0.006549942,0.00138842,0.003862077,-0.007464012,-0.027145417,-0.003108068,0.009627432,0.016804381,0.002747409,0.007140329,-0.01148117,0.006108265,0.00433986,-0.004301123,0.003117798,-0.008673081,0.016469256,-0.002937473,-0.005241756,0.006038555,0.028094928,0.009080097,0.003745983,0.02995285,-0.009098104,0.011354288,0.002421638,-0.001647377,0.009179653,-0.004043558,0.004032233,0.015166777,0.023281866,0,0.004512672,0.003970008
0.004256276,0.005492953,0.007570998,0.019486874,0.010477933,-0.041773814,0.010529392,0.00442309,0.008694996,0.007841581,-0.005474466,0.00404957,0.005869754,0.009232641,0.004877989,0.009537732,-0.001351753,0.012387975,-0.004106847,0.004598967,0.011941505,-6.76E-05,-0.011671749,0.001830053,0.004249781,0.009482979,0.010210001,0.001585593,0.032160708,0.051914344,0.019604628,0.011043311,-0.005534011,0.02393694,0.003381315,0,0.088414463,0.003256888,-0.024116935,0.003741656,-0.006565977,0.040672854,0.017455408,0.011546015,0.03310657,0.008294929,0.058556492,-0.039849665,-0.034850628,-0.017188261,0.03531174,-0.017406163,-0.010347285,0.031092831,0.031092831,0.022327335,0.022327335,0.006994738,-0.011557852,0.051564014,0.02181397,0.025210215,0.003029347,-0.030034321,-0.010956548,-0.02943077,0.016000276,0.016655655,0.00923302,0.026993217,0.000995733,0.017698246,-0.008407495,-0.022121187,-0.000772479,0.058312564,0.003388522,0.034354925,0.016541574,0.026477145,0.008673081,0.015267366,0.005683403,0.116712011,0.015858609,0.025833899,0.052628675,0.007112671,-0.015342284,-0.024566604,0.002475294,0.057204182,0.006163961,-0.000444239,-0.007240329,0.01414499,0.018801114,0.038193269,-0.037495932,-0.033751252,0.004227067
0.011082625,-0.002322823,-0.00374896,0.0445966,0.022980751,-0.028561182,0.02326588,0.015703243,-0.027719535,-0.043094698,0.055970142,0.008050063,-0.001621987,0.006868881,0.012092056,-0.000825833,0.01218157,-0.012769624,0.04353432,-0.022064806,0.04498901,0.078876144,0.030451801,0.0201197,-0.038621468,-0.018598858,0.057388301,0.005687238,-0.011757497,0.03768214,-0.056507657,0.074175473,0.008473029,-0.2117936,-0.020892018,-0.035769942,0.048207097,0.001392543,0.058623203,0.00483531,-0.048362104,-0.002470786,0.004548251,-0.011546015,0.03840768,0.008918748,0.044102261,-0.021296038,0.014978773,-0.046093903,0.025876587,-0.081958044,-0.01083626,-0.020992934,-0.020992934,0.010896059,0.010896059,0.00264044,-0.032882427,0.053447184,-0.027120882,0.039489643,0.015139887,-0.031805053,0.008584945,-0.028591973,0.006973416,0.025135075,-0.004605889,0.000760648,-0.027492357,-0.002713441,-0.01951039,-0.014926766,0.013160372,0.033843387,-0.007089032,0.021875162,-0.002768837,0.03350208,0.030614514,0.013747285,0.01883435,-0.016767587,0.010771507,0.000298889,0.026903679,0.025984079,-0.026978553,0.055595985,-0.026159706,0.041886651,0.005335531,-0.018129333,-0.032269042,0.023604258,-0.005151301,0.036321588,-0.029968726,0.038605089,-0.020759412
0.002043558,0.034349406,0.022573174,0.053537898,-0.002434565,0.013585471,-0.003085731,0.034745124,-0.036899864,-0.025814535,0.034568221,-0.013152187,-0.028263677,0.051150755,-0.023511399,0.011771297,0.007302761,-0.034959492,0.019749446,0.004566081,-0.032535214,0.014093951,0.028645799,0.01776126,0.033803595,0.001829781,0.006373938,0.004714663,-0.03048171,0.021970522,0.039078467,0.024371567,0.015650947,0.025211438,-0.003884973,-0.026732093,0.041082541,-0.010726318,0.0133097,0.003079243,0.007347876,-0.006404677,0.006829726,0.011546015,-0.014656385,-0.013583567,-0.02307488,0.006562319,0.002598391,0.003268578,0.028332539,0.018200741,-0.03378334,-0.018936514,-0.018936514,-0.007530803,-0.007530803,0.020876023,0.036666043,0.015136425,-0.014831005,0.004292987,0.007870514,-0.010385288,0.006980083,0.001063861,0.032024002,-0.007022086,0.016901776,-0.000912872,0.001916034,0.00925265,-0.014844789,0.002697587,0.000653366,0.030286469,0.007387455,0.014225688,-0.0321184,-0.001397018,0.028078022,-0.014870141,-0.009010735,-0.016784678,0.009656057,0.006650459,0.012177,0.009816805,-0.000491286,0.038656498,-0.020510702,0.015167972,0.013417546,0.012718542,-0.000205604,0.006335129,0.021080369,0.00160595,-0.008626839,-0.004781145,0.004648484
-0.001398259,0.006532057,0.004579883,-0.005427752,0.002831942,-0.013460995,0.010321855,0.002889681,0.000647754,-0.000627749,-0.016832777,0.002404192,0.005919892,0.02197877,-0.001642032,0.004344881,0.005438829,0.001053577,0.010328013,-0.030351857,0.049995246,-0.016222119,-0.010238652,0.005604151,-0.023571172,-0.017519997,-0.005131431,0.005628648,0.003557723,0.033629978,0.040837818,-0.004719402,-0.001807411,-0.089589608,-0.008688215,-0.020219171,0.020499683,-0.000468895,0.042162906,0.000394084,0.008873561,0.004167739,0.002939018,0.000318786,0.034418706,-0.023775393,0.012511056,-0.006562319,0,-0.012537489,-0.009521198,0.015904961,0.011907739,0.00431479,0.00431479,0.017649493,0.017649493,-0.00070453,0.042753545,0.03245506,-0.028855143,0.025900101,0.006788345,0.000728108,0.014850285,-0.010689606,-0.006422405,-0.012846497,-0.026536141,0.025694504,-0.009746167,0.00565175,-0.033663965,0.011797562,0.013357013,0.032170099,-0.004186172,0.022235899,0.007037599,-0.001119175,-0.018077661,0.007834315,0.015091924,0.03951005,0.044825985,0.004737435,0.009683037,-0.00653384,0.002617831,-0.021991834,-0.042928871,0.025369288,0.01721762,0.007376847,0.01702644,-0.016931253,0.0175443,0.028826324,-0.021898754,-0.009704932,-0.003757861
2.91E-05,-0.019156724,-0.012471766,0.010279782,-0.003496237,-0.042543468,-0.014524903,-0.010442466,-0.009272061,0.017637126,-0.011003297,0,-0.025405324,0.012121447,-0.010462661,-0.003528709,-0.028372316,0.002629083,0.023613917,-0.045391362,-0.007262992,0.007211223,0.007033503,0.009849141,-0.004664735,-0.033580785,0.003365009,-0.023344913,0.018152037,-0.019408781,0.038140592,0.012394525,0.031692238,0.017408753,0.013063984,0.004323198,-0.007107945,0.02199115,-0.034836098,-0.014126105,0.014691236,0.030017537,0.000916656,0.01046461,0.013983739,0.029602965,0.002156226,0.012581936,0.004069565,0.000150073,0.013748179,0.009255372,0.039547077,0.025725528,0.025725528,-0.004797776,-0.004797776,0.001877756,-0.007943645,-0.005562631,0.015261821,0.002475286,0.010539137,0.009897496,-0.001836972,0.019818329,0.010681289,0.008048334,0.021284983,0.020119499,0.001931186,0.010441981,0.018254295,-0.007076298,-0.004144844,0.01570504,0.014083323,-0.00537115,0.023230722,-0.019645758,-0.001659942,0.005558715,0.018199962,0.004894949,0.009146384,0.000885823,-0.01283242,0.007835547,0.001632579,0.004497058,0.021988861,0.009563063,0.022375892,0.001013254,0.002120667,-0.02594657,-0.014388723,-0.000100583,0.029092898,0.003074883,0.029724955
0.007684156,0.002903409,0.007662506,0.009595459,0.009810126,0.03868171,0.040511551,0.002620857,0.010081421,0.013280444,0.004361389,0.007476151,0.013156857,0.042057527,0.017558836,0.021520655,0.020948293,0.002884209,0.003029183,0.024153027,0.018513226,0.003384719,-0.004450634,-0.01261348,0.006988997,0.016694783,0.002295713,0.012948733,0.008407975,-0.023773965,0.037794416,0.002863173,0.003498884,0.059837261,0.013411381,0.010625376,-0.004908897,0.004347206,0.00722383,0.002394849,0.000897069,-0.003187364,-0.001375336,-0.0041094,-0.014898507,0.007179336,-0.008479169,-0.001752093,0.021188041,0.002250174,0.022667532,0.012484525,-0.015768526,-0.020076524,-0.020076524,0.002153583,0.002153583,0.008522557,-0.014745699,-0.016416249,-0.001826448,-0.002736359,0.017156554,-0.004815828,0.002475702,-0.014827888,0.003915164,-0.009126427,-0.005631835,-0.00437113,-0.009563248,-0.00517234,-0.007364947,0.001231063,-0.008504671,-0.030455186,0.016312919,0.002272793,-0.009302444,-0.004864863,-0.003327651,0.005895248,-0.016774445,-0.010593075,-0.001328637,0.009302353,-0.013059632,-0.00032531,-0.000652816,-0.006000667,0.027394922,-0.023620785,-0.010536742,0.007755128,0.001713511,0.007448033,-0.004420576,0.008264639,0.009652225,-0.014208713,0.005605942
-0.001302737,0.003899757,-0.006490243,-0.008230032,0.008648661,0.017690826,0.00095754,-0.017603423,0.013658099,-0.016370266,0.001155338,0.009931291,0.026533071,-0.015182463,0.010281457,0.031694612,0.009554138,0.001308151,-0.003729501,0.014760432,0.124533168,-0.015400998,-0.012709694,-0.011339468,0.000870248,0.010353128,-0.008681028,0.00253806,-0.00895878,0.016566117,-0.011491278,-0.011608893,-0.029059452,0.01558569,-0.002151046,-0.005502939,-0.008639183,-0.002125008,0,-0.000638176,-0.004043173,-0.020770058,0.012854035,-0.049344572,0.014898507,0.015001702,0.00355616,-0.003764486,0.018799178,-0.011301387,0.00632525,0.006869122,-0.008093485,-0.017502377,-0.017502377,0.025487444,0.025487444,-0.005128153,0.02377427,0.011580298,0.017398028,0.003516945,0.013687876,0.002169919,-0.005984682,-0.001352724,0.015028226,0.004036707,0.018881714,-0.023342834,0.014182761,0.008443629,0.012386482,-0.005879484,0.006831103,0.021061774,0.017765859,0.003682131,0.005591799,0.023110195,-0.010892511,0.001101639,0.021839606,0.008792446,-0.012230288,0.01873187,-0.001267049,0.001625291,0.001631165,0.005701387,-0.002576998,0.016206626,-0.005507512,-0.002074767,-0.001410854,0.028319347,0.005679998,0.007900093,-0.031392189,-0.005800128,0.031437618
0.004725962,0.003196691,0.004408615,-0.018888726,-0.007232919,0.017262825,0.033461895,0.010452686,0.002391018,0.000824767,0.000882554,0.003092411,-0.000363704,-0.005625212,0.006974157,0.011408174,0.027764421,0,0.027411515,0.02428048,0.018104898,0.005180933,0.010611511,-0.007608848,0.0254772,0.011636156,0.008504659,-0.00253806,-0.004232983,0.005502188,-0.004276592,-0.006124754,0.018525682,0.031681279,0,0.013398495,0.062641114,0.00993927,0.021849388,0.007630166,0.008069975,-0.001034017,0.011796067,0.004316746,0.000180325,-0.013272492,-0.013686227,-0.001258019,-0.014471049,-0.001971819,0.009334539,0.007637746,-0.002994351,0.026028319,0.026028319,-0.007610789,-0.007610789,0.012656136,0.015849711,0.003478176,0.003407734,-0.000520332,0.003179288,0.005284737,0.013709059,-0.003662005,-0.002408655,-0.003901848,-0.006254363,0.003581072,-0.009002047,-0.01329069,-0.006558552,0.00327065,0.011870119,0.009782928,-0.007356107,-0.008232894,0.004081005,0.006008431,-0.009310231,0.002382462,0.003304601,0.001286536,-0.005784811,-0.012319684,0.005959313,-0.003905026,-0.001631165,-0.012646858,0.013526235,0.003428746,-0.029625812,-0.012221092,-0.006069268,-0.004664472,-0.001259422,-0.009447603,-0.006231819,-0.016694636,-0.002887565
-0.002230382,0.003685261,0.001099172,-0.01106474,0.017024116,-0.006165818,-0.02499091,-0.014159439,-0.000636971,-0.000618559,-0.014559837,0.000441122,0.000999971,0.020807676,0.004001665,-0.020083026,-0.023398703,-0.001308151,0.010847598,-0.009036157,-0.00127421,-0.007229288,0.003789608,0.006994083,0.008443753,-0.012572971,0.001410459,-0.015042702,0.000184402,0.014526356,-0.005371526,-0.004753729,0.012627351,-0.008748962,0.005154731,-0.001210674,0.036619424,0.008934361,0.001407501,0.005920707,0.000669545,0.027472098,0.009621473,-0.004316746,0.001441523,0.013272492,0.002629603,0.01151447,-0.008493758,0.005451265,0.005566221,0.006500752,0.051769949,0.035122258,0.035122258,0.021388578,0.021388578,-0.000577013,-0.019228781,0.005870416,0.005713281,-0.001692615,0.000976132,0.020980977,0.014273701,0.011214137,-0.006937247,0.020151517,0.010747165,0.046276219,0.005282421,0.012317386,0.03978916,0.005788281,0.004581337,0.006598087,0.0109666,0.010492208,0.008112106,0.018222584,0.002547754,0.00365432,0.008300221,0.010741784,0.009048077,0.006852307,0.010804497,0.006499931,0.006021792,0.000302962,0.017940188,0.003464464,-0.005296486,-0.055069418,-0.007843147,-0.000857544,0.008158163,-0.000849688,0.017160924,0.042170958,0.002660339
0.007447144,0.014729846,-0.00836052,0.010349548,-0.007483839,0.016716087,0.014030217,0.009020429,0.014550231,0.007398223,0.00220099,-0.001029425,0.015059618,0.013469859,0.004780928,-0.01810842,0.029562446,-0.003803464,0.002917592,0.001221246,0.013263574,0.004155414,0.00479036,0.00456765,0.013363292,0.005607445,-0.000528691,0.012816618,0.014825895,-0.007478875,-0.008473881,0.006046207,-0.002093581,0.015866412,0.007682506,0.01959277,-0.070976708,0.00398558,-0.015616762,-0.005050159,0.000892067,0.004557649,0.018012129,-0.005338715,0.010032264,0.004988654,-0.017129107,0.008673175,-0.035467334,0.001659749,0.0220281,0.013674759,0.011470079,-0.006275205,-0.006275205,0.002859884,0.002859884,0.104649108,0.027425051,0.007922953,-0.001781861,0.032815151,0.078437121,0.026050742,-0.006265288,-0.00741697,-0.019122958,0.00421875,0.002066794,-0.011297916,-0.00115707,-0.000139149,-0.002466668,0.015250039,-0.000372207,0.01115607,0.008217246,-0.002824962,0.001651228,0.003141477,0.008446084,0.01107785,-0.020234454,-0.003823058,0.009726428,0.000865231,0.010336521,0.009991951,0.016893567,0.023946109,-0.003757577,0.000142063,-0.010264886,0.028993274,-0.000716076,0.021297005,-0.003129898,0.02820002,0.007198606,-0.020566299,0.007002031
0.002209086,-0.000614556,0.002271157,0.008234716,0.015424602,0.005352358,-0.018044982,0.001029961,0.008131362,0.012007974,-0.008417303,0.000735217,0.000626289,-0.0144749,0.021235544,-0.004113295,0.020220903,0.007592622,-0.002692831,-0.025903737,0.011033233,-0.00066,-0.004039524,0.016861447,-0.009726491,-0.029316474,-0.003177958,0.005397686,0.035341881,0.024282027,0.023972525,0.007720475,0.036691995,-0.033239726,0.004242688,-0.008948991,0.009453579,0.003429256,0.010828166,0.002212533,-0.004468248,-0.000308337,0.004171052,-0.006040369,0.010462036,-0.008404339,0.002668032,-0.020187645,-0.025134552,-0.005139194,-0.003666356,-0.010171409,-0.001083263,0.004980002,0.004980002,0.005221976,0.005221976,0.001807529,0.002302701,0.016539001,-0.00680033,0.005156828,0.002027724,-0.002746685,0.002670396,-0.00461268,0.017340546,0.007340544,-0.005521029,0.023594079,0.000642997,0.001042893,-0.005200004,-0.004200936,0.010788121,0.005722064,0.012061294,0.004797559,0.013474302,0.011659585,0.000840567,0.007736028,0.005798162,0.002805025,-0.003041268,-0.004333777,0.002171859,0.005118396,-0.019330411,0.001477587,0.005145623,0.005668207,0.010264886,0.000261599,-0.005747111,0.001754668,-0.07011308,0.010734061,0.014307576,-0.002377644,-0.00892655
0.000842321,-0.004250783,0.001975848,0.004523875,0.005691705,-0.004994702,0.011473248,-0.004421638,-0.002963427,-0.00730976,0.004838283,0.000294208,-0.005111362,0.019417993,0.004658408,-0.000798045,0.005352322,0.012699304,0.002468766,0.004819292,0.002981961,-0.039040893,-0.000187719,0.001470272,-0.011797855,0.006695386,0.003530498,0.000633109,-0.003513693,-0.000591116,0.021509949,0.026977374,-0.004386746,0.008724386,-0.000423477,0.008948991,0.006340427,0,-0.000316819,-0.000315838,0.008916709,-0.013271009,0.010094542,0.012709278,0.00158633,0.00715951,0.002218007,0.021913188,0.02645002,0.008149888,-0.010803865,0.014423384,-0.030297598,-0.01195013,-0.01195013,-0.000473581,-0.000473581,0.003315711,-0.019002184,0.001902263,0.004300329,0.004381273,0.00359469,0.008671865,-0.003905357,0.010954244,-0.001623113,-0.018852363,0.001728643,-0.014859074,0.011123311,0.001527679,-0.003813942,0.005904615,0.007388975,-0.005722064,-0.003444541,0.003372596,-0.003260897,-0.00351071,0.011695988,0.003041978,0.004893331,0.001272457,0.004937372,0.000578898,0.008930965,0.003185765,0.01324946,0.011452185,0,-0.00439002,-0.003273262,-0.011705362,0.00584946,0.002739812,0.0206331,-0.000240471,0,0.005637646,0.007641328
0.003923752,0.007135881,0.007173093,0.010735873,-0.006604428,0.001429741,0.006675721,0.003097296,0.007159612,0.018575228,0.002754165,0.00921657,0.005021959,0.012252148,0.01231721,0.009007876,-0.000112739,-0.007885648,0.000896233,0.013032068,-0.003796644,-0.002388956,0.001821625,0.002001431,0.008161054,0.008070303,0.004044601,0.005680014,0.012244367,-0.01585164,0.010327166,-0.003854413,-0.005425581,0.006361569,0.014297957,-0.00039596,0.00235336,-0.004514632,-0.02690143,0.0008682,-0.004448461,-0.03320133,-0.003095188,-0.005665725,-0.023341788,-0.009671771,-0.008544035,0.022407149,0.067175885,-0.001504214,0.003361893,-0.001326749,-0.0360973,-0.005479468,-0.005479468,-0.002054865,-0.002054865,-0.000724452,-0.013388686,-0.009694748,0.003925808,-0.017641534,0.004475304,0.009160425,0.030290967,0.02300177,-0.010450848,-0.013802462,-0.013213022,0.000854995,0.001658736,-0.010532612,0.000249238,0.00134682,-0.007862467,-0.029505208,-0.005798763,-0.010435752,0.000544267,-0.011290352,-0.010016621,-0.006812574,-0.020786363,-0.017186536,0.001514272,-0.002801267,0.003422705,-0.006061608,-0.003537497,-0.005856397,-0.007658569,-0.004884714,-0.025317755,0.001189978,0.001124845,-0.007093655,-0.00660942,0.000577042,0.01889145,0.007296277,-0.00652116
-0.0051375,0.008423411,-0.005722753,-0.02656019,0.011503153,-0.000476385,-0.008876015,-0.007538348,0.005413409,0.021570044,-0.002478346,-0.002624641,-0.001969946,-0.018682892,0.008381098,-0.008608781,-0.005100959,0.003756553,-0.0137559,-0.002228833,-0.029667136,-0.004663587,-0.013525581,-0.001801009,-0.008161054,-0.019093659,-0.008282671,0.005647933,-0.002611215,-0.007718226,-0.000342542,-0.009543304,-0.01300494,-0.023526285,0.009143906,0.007498003,-0.004524755,-0.010553341,-0.010774251,0.011607968,-0.000445923,0.001371974,-0.004747279,-0.003012578,0.000900994,0.005473196,0.007036436,0.007677594,-0.023451014,0.001504214,-0.002309019,0.001592054,-0.016898724,-0.028309073,-0.028309073,0.007252105,0.007252105,-0.023461373,-0.045885271,-0.001920692,0.027057114,-0.004459529,0.00100414,0.006955378,-0.000444029,0.003804466,0.012560394,-0.005683431,-0.002102313,0.010908979,0.002164869,0.001401423,0.003812994,0.004452911,0.001524869,0.000393887,-0.000656814,-0.000567138,-0.006185313,-0.00906968,0,-0.005592171,0.000355965,0.001292882,-0.016784675,0.006748363,0.014146416,-0.006420703,0.009299338,0.015156296,-0.013368252,0.009728442,-0.013542354,0.012344241,0.002959649,-0.002542739,0.004631082,0.009569527,-0.026008971,0.002566875,0.003475075
0.001570446,-0.006035646,0.001564003,0.005487756,-0.001291565,0.023425231,0.001781567,0.001186158,0.005384136,-0.002940959,0.006390136,-0.000876418,-0.000986367,-0.024109785,-0.001518625,0.001063574,-0.004620855,-0.002074382,0.002494613,0.014109513,-0.001190144,-0.003330347,-0.000271254,0.0124084,-0.022666329,0.000963391,-0.002657905,0.016139446,0.004868779,0.017283151,-0.017451881,-0.009103498,0.004468095,0.038040801,-0.00331543,-0.021860946,-0.004169032,0.02010031,0.003082996,-0.001873275,-0.023695093,0.106182826,-0.008515161,-0.000335315,0.015548419,-0.013854959,0.002127858,-0.039488397,-0.009935993,-0.019733371,0.0371338,-0.027686481,0.116202351,0.092572921,0.092572921,-0.004881547,-0.004881547,0.002540117,0.13883451,0.002215769,-0.004168809,-0.01272259,-0.016982852,-0.030764691,-0.025873208,-0.034637841,-0.017331973,0.019219792,-0.024859271,-0.012619802,-0.011643707,-0.014529794,-0.020478002,-0.00977984,0.00706823,0.024510127,-0.018185744,0.018550229,0.023802077,-0.010686434,0.003350034,-0.005259766,-0.018859997,0.014366552,0.00326454,-0.012179967,0.00125531,-0.009383517,-0.027833549,-0.001157806,-0.029324953,0.03498867,-0.010278482,-0.028327492,-0.015300376,-0.001698698,0.016367005,0.012493099,0.010657329,-0.025143165,0.006221526
-0.002442419,-0.008042958,-0.005979534,-0.002978689,0.017652379,0.021067911,-0.02609396,-0.008482774,-0.019363936,-0.036185856,-0.013307224,-0.002487357,-0.008469311,-0.020026195,-0.021764984,-0.035846145,-0.008974138,-0.026166844,0.024609699,-0.021239399,0.008139881,-0.029155547,0.006059514,-0.007147597,0.032546299,-0.015037926,0.001418335,-0.016139446,-0.013270702,0.030122462,0.00243731,0.016034114,-0.004123683,0.00052075,-0.009593367,0.000200884,0.024536487,0.015388337,0.015149763,0.008014714,-0.023568558,-0.00268714,0.01119367,-0.012485312,0.015485147,-0.014634356,0.017645097,-0.013265163,-0.018322179,-0.002302323,0.014521751,-0.006013955,-0.008637468,-0.006202192,-0.006202192,0.019384663,0.019384663,0.01604403,-0.012179562,0.004270045,-0.021642438,-0.05093947,-0.018200056,-0.017913719,-0.001596757,-0.013923241,-0.022349223,-0.009496503,-0.015217686,0.026611969,-0.023306679,-0.009924747,-0.028436312,-0.023052335,0.002709448,0.016012612,-0.012503798,-0.008951136,0.003912555,0.027659063,0.038545088,-0.014655035,-0.024411714,0.007612268,-0.01195766,-0.018156434,0.00597016,0.020274165,-0.005759825,0.053564066,-0.031565232,0.032923686,0.000860558,0.002011858,-0.003732121,0.000540937,-0.02232527,0.019190116,-0.010657329,-0.041560823,-0.012253836
-0.003481032,-0.014905247,0.005168948,0.000198843,-0.008113563,-0.024564398,-0.005496021,-0.021909225,-0.016401543,-0.004284421,-0.0117296,-0.022519601,-0.009363336,0.011346096,0.006450763,-0.047812815,-0.003094729,-0.026322507,0.012954367,-0.026850582,-0.018184881,0.005798073,0.017139728,0.012081352,0.033967288,-0.018249533,-0.011404175,-0.049713532,0.004559784,-0.007068059,0.004856957,0.007090737,0.013680103,0.005537304,-0.002517897,-0.036829019,-0.009964964,-0.002563046,-0.005857386,-0.009421876,0.014852806,0.011352732,0.006536559,-0.006814331,-0.022068117,0.001753452,0.0062457,0.00627903,-0.001110178,-0.005546956,0.000982411,0.011450399,0.00569651,-0.002076109,-0.002076109,-0.0055891,-0.0055891,-0.011719235,0.003125604,-0.011823879,-0.011989085,0.01459098,0.013652504,-0.00082201,0.015066883,0.009167564,-0.002026037,0.002952152,0.036915176,-0.011037574,-0.000922722,-0.002658496,0.002603073,0.007767385,0.003168878,-0.021021322,0.000483845,-0.001687288,0.003366725,0.007437135,-0.015403578,0.005337301,-0.000371634,-0.008886697,-0.000582347,-0.008853567,0.012786471,-0.001594102,0.005759825,-0.028398297,0.025419301,-0.014533924,-0.016479081,0.002074839,0.008274799,0.003084724,0.003976141,-0.014545193,0,0.001408349,-0.030033179
